id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4000384,Sunlit room with private bath,10910804,Evelyn,,Jamaica Plain,42.31633,-71.0991,Private room,90,2,181,2020-03-01,2.42,1,85
4075898,"Downtown Crossing ARTlab, 1 Bed Apt, Boston",20857768,Compass,,Downtown,42.35448,-71.06131,Entire home/apt,100,9,77,2020-09-14,1.04,22,79
4085362,"""Room with a View""  from ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28175,-71.14032,Private room,85,91,26,2017-09-30,0.35,2,364
4089940,"North End, 1 Bed Apt w/ office, Boston",20857768,Compass,,North End,42.36596,-71.05268,Entire home/apt,100,14,55,2020-09-01,0.75,22,2
4090224,Sanitized Modern 3BD private home-near BCEC,17783651,Tiffany,,South Boston,42.3357,-71.05395,Entire home/apt,205,1,569,2020-10-14,7.73,1,300
4105704,Sunny Private Studio Aptmt,21299112,Helen,,Jamaica Plain,42.30236,-71.11491,Entire home/apt,135,3,253,2020-10-05,3.44,1,22
4118162,"Downtown Crossing ARTlab, 1 Bed Apt, Boston",20857768,Compass,,Downtown,42.35631,-71.06134,Entire home/apt,100,9,51,2020-09-11,0.70,22,46
4148586,Back Bay Charmer,3588191,Kelly,,Back Bay,42.3533,-71.07272,Entire home/apt,225,91,15,2015-10-27,0.22,1,0
4150640,Luxury Studio Apt in North End,20857768,Compass,,North End,42.36739,-71.0524,Entire home/apt,259,9,23,2020-03-01,0.31,22,0
4223387,Convenient green Victorian,5689782,Cora,,Jamaica Plain,42.31739,-71.10003,Private room,75,1,65,2019-09-01,0.88,2,89
4233242,Quiet Artist's Retreat,197327,Melissa,,Jamaica Plain,42.313,-71.10931,Private room,98,2,39,2020-02-03,0.53,2,296
4257929,Two Bedroom Apartment in Kenmore Sq,21926328,Hayden,,Fenway,42.34962,-71.09322,Entire home/apt,250,91,0,,,1,0
4263736,Brownstone Master Bath Suite Park Views by LMA & T,11228809,Jonathan,,Roxbury,42.32943,-71.09308,Private room,127,2,315,2020-09-28,4.28,5,119
4291607,Great location!,16922109,Vanessa,,Brighton,42.33678,-71.15237,Entire home/apt,90,91,4,2015-08-03,0.06,1,0
4294557,Gorgeous and Spacious 2Bed in Historic South End,22288672,Heather,,South End,42.33814,-71.07563,Entire home/apt,280,91,8,2018-08-30,0.12,1,0
4315428,Master Suite@ Logan Airport,22402141,Mirian,,East Boston,42.39067,-71.00386,Private room,100,91,1,2015-11-25,0.02,3,363
4315439,Room Logan Airport + 1/2 bathroom,22402141,Mirian,,East Boston,42.38921,-71.00268,Private room,80,100,5,2019-09-01,0.08,3,365
4348422,Cozy Jamaica Plain Pad,22217451,Ashley,,Jamaica Plain,42.31158,-71.11171,Private room,150,91,0,,,1,0
4364925,large & grand 2 bedroom South End by Copley Sq #3,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,150,33,138,2020-08-15,1.91,3,315
4377247,Perfect Back Bay 1BR; Walk the City,22726574,Nathan,,Back Bay,42.35469,-71.08154,Entire home/apt,139,91,43,2019-06-30,0.59,1,176
4410765,"Grt Location, Big 3 Bed,Nr all Colleges, Hospitals",9795590,Patrick,,Brighton,42.35365,-71.14827,Entire home/apt,138,28,9,2020-02-15,0.15,2,309
4460532,Brownstone Bedroom Treetop Skyline View by LMA & T,11228809,Jonathan,,Roxbury,42.32821,-71.09265,Private room,103,2,233,2020-10-16,3.21,5,159
4461111,Queen room in a charming villa,13226301,Mohamed,,Roslindale,42.27897,-71.13671,Private room,50,2,33,2020-03-22,0.61,3,237
4461613,Comfy Beacon Hill Studio Great for Work Travel #13,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,81,1,107,2020-09-26,1.62,54,136
4461846,South End Studio Perfect for Work Travel #36,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,59,1,79,2020-07-21,1.19,54,199
4461901,"Stylish Downtown Studio in the SouthEnd, #8",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,60,1,111,2020-10-04,1.70,54,188
4510513,"Downtown Crossing ARTlab, Studio Apt, Boston",20857768,Compass,,Downtown,42.35592,-71.05977,Entire home/apt,100,9,46,2020-09-09,0.64,22,75
4525875,Charming & Historic 2 bed/2 bath w/ private patio,23462166,Corey,,Charlestown,42.37848,-71.06497,Entire home/apt,349,3,43,2020-08-29,1.46,1,174
4526384,Beautiful Philadelphia house near Harvard U. w/ pk,14785487,Aihua,,Allston,42.35768,-71.12937,Entire home/apt,600,28,33,2019-10-14,0.49,4,365
4530670,West Roxbury (Boston) private room,23490243,Helen,,West Roxbury,42.27175,-71.16148,Private room,55,1,210,2020-07-03,2.97,1,327
4560053,*$129 SPECIAL* Historic Beauty! Minutes to Center!,8229,Terry,,Roxbury,42.32405,-71.09069,Entire home/apt,272,3,88,2020-03-01,1.24,6,0
4566095,The Upton Boston - The Copley Suite,5430185,Laura And Olivia,,South End,42.34301,-71.07304,Entire home/apt,134,30,17,2019-12-01,0.25,7,153
4568116,Brownstone Cozy Private Studio by the T & LMA,11228809,Jonathan,,Roxbury,42.32953,-71.09199,Entire home/apt,127,2,466,2020-09-14,6.45,5,35
4573238,"Best Boston location, 2BR (M #2)",5578043,Dror,,North End,42.36424,-71.05259,Entire home/apt,106,28,155,2020-04-04,2.17,4,357
4577188,Unique Fenway/Back Bay/Copley 1 Bed,5618949,Alan,,Fenway,42.34715,-71.09299,Entire home/apt,169,28,170,2020-07-06,2.37,4,175
4579186,"Luxury, Gorgeous, apartment, walk to MGH!",3137257,Elyne,,West End,42.36467,-71.06844,Entire home/apt,118,28,6,2019-03-17,0.09,2,165
4580825,NEW: Amazing price & location  studio-N End (M1S),5578043,Dror,,North End,42.36322,-71.05145,Entire home/apt,95,3,102,2020-10-18,1.50,4,359
4583526,Lovely private 4 bedroom apt,23759488,Tricia,,Jamaica Plain,42.30455,-71.11553,Entire home/apt,211,2,192,2020-03-08,2.75,1,335
4586681,"Hidden Gem in Jamaica Plain, Boston",12795084,Lynne,,Jamaica Plain,42.31483,-71.11295,Private room,90,2,94,2019-11-03,1.39,1,82
4593974,Parking EZ 2 Downtown/Longwood Larg,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,91,7,2018-02-15,0.12,31,365
4593985,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,91,1,2015-06-20,0.02,31,365
4602191,2 Bd/Bth Apt Seconds from Mass General Hospital,20079643,Alex @ Bcohousing,,West End,42.36452,-71.06928,Entire home/apt,347,30,15,2020-07-05,0.30,9,141
4614037,Boston RooftopTerrace/ 2 Bed / By Logan airport,9073339,Elisangela,,East Boston,42.37911,-71.03406,Entire home/apt,250,1,194,2020-08-30,2.93,3,220
4623114,South End Studio Perfect for Work Travel #46,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,68,1,104,2020-10-12,1.66,54,182
4624582,Parking Easy to downtown/Longwood,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,4,2016-10-31,0.06,31,365
4625517,GreenT&bus stops in front of door,7046340,Chun Kei,,Mission Hill,42.33471,-71.1065,Private room,100,91,0,,,1,0
4630071,Charming studio,12165186,Masha,,Brighton,42.34425,-71.15592,Entire home/apt,49,91,12,2020-08-23,0.28,2,333
4632511,Beacon Hill Duplex  2 bedrooms Queen beds sleeps 4,23901135,Lucy,,Beacon Hill,42.36114,-71.06521,Entire home/apt,280,3,67,2020-09-07,0.94,1,355
4662379,Historic House modernized,24124767,Matt,,Brighton,42.34771,-71.1554,Entire home/apt,300,3,116,2020-07-26,1.62,1,179
4670285,Spacious Room in Edwardian Home,24158689,Deborah,,Brighton,42.34919,-71.16348,Private room,65,91,22,2019-07-12,0.33,2,364
4699828,Charming Victorian Furnished Home,19466495,Barbara,,Hyde Park,42.25486,-71.12737,Entire home/apt,135,91,105,2019-06-28,1.56,1,270
4710583,Cozy Attic Bedroom in Allston,17892292,Marlene,,Allston,42.35977,-71.13535,Private room,41,91,3,2018-06-19,0.05,5,0
4737304,Cosy Celtic Retreat,24158689,Deborah,,Brighton,42.34998,-71.1645,Private room,65,91,25,2020-05-04,0.37,2,364
4755586,One Sweet Place,24532370,Andrea,,Mattapan,42.2767,-71.08145,Private room,25,25,18,2020-07-04,0.57,1,325
4757808,Romantic Beacon Hill Studio,3085882,Nino,,Beacon Hill,42.35588,-71.07261,Entire home/apt,110,91,5,2015-10-25,0.08,1,0
4863108,Private Ensuite Room in Boston,8157833,John,,South Boston,42.33775,-71.05145,Private room,87,3,210,2020-08-29,2.99,1,352
4909590,"ALLSTON LOADED STUDIO: Steps to BU, BC & hospitals",25279966,Vj,,Allston,42.35049,-71.13328,Entire home/apt,80,90,336,2020-09-26,4.75,2,265
4922204,Charming new house-15 min to Boston- yard&parking,6570877,Juliet,,Roslindale,42.2812,-71.13004,Entire home/apt,215,91,195,2019-11-03,2.82,1,365
4924009,"224 Tremont St. 3B · Medical workers welcome. Near Tufts Med, BMC, MGH",2356643,Voyage,,Downtown,42.35178,-71.06368,Entire home/apt,43,10,180,2020-06-26,2.58,11,336
4978467,Charming Beacon Hill 1+ BR Condo,11017004,Kevin,,Beacon Hill,42.36057,-71.06549,Entire home/apt,250,91,6,2018-04-25,0.09,1,0
4995033,Modern Beacon Hill 2 Bedroom,11206328,Natasha,,Beacon Hill,42.35975,-71.06618,Entire home/apt,126,2,99,2020-09-07,1.49,1,0
5019306,Sunny Duplex Condo + Private Parking,15862012,Vicki,,South Boston,42.33484,-71.02974,Entire home/apt,295,3,116,2020-09-27,1.69,1,353
5047340,"Stylish 4BDR Home, Large Kitchen, Free Parking",10250028,Michelle,,Allston,42.35943,-71.13342,Entire home/apt,329,2,219,2020-02-16,4.55,2,145
5048406,3rd floor room in Victorian House,26062958,Yvonne,,Dorchester,42.31261,-71.0671,Private room,50,2,31,2019-09-07,0.45,2,327
5049582,Quiet room - Great location!,197327,Melissa,,Jamaica Plain,42.31258,-71.10784,Private room,60,30,23,2020-03-18,0.34,2,296
5054601,Large room with view on Downtown,26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,56,5,152,2020-09-01,2.22,4,92
5064995,Beacon Hill Brownstone,13435932,Tom,,Beacon Hill,42.36079,-71.06711,Entire home/apt,147,91,23,2020-08-30,0.34,1,212
5088560,Stunning SouthEnd/BackBay Penthouse,21609039,Susan,,South End,42.34186,-71.08165,Entire home/apt,400,3,95,2020-10-19,1.50,3,335
5222368,Newly-Renovated Condo,1532353,Diana,,Mission Hill,42.32896,-71.10728,Private room,75,1000,0,,,1,0
5317935,Family friendly Boston home,95959,Bandita,,Roxbury,42.3248,-71.09341,Entire home/apt,400,2,9,2019-04-16,0.13,1,0
5358934,"Renovated, Quiet, Free Parking",18517776,Huggy,,Roxbury,42.31681,-71.08001,Private room,42,91,6,2019-11-01,0.12,31,365
5364137,**Studio by Airport and T Station**,23777641,Gavin,,East Boston,42.38704,-71.00581,Entire home/apt,56,60,82,2020-10-17,1.20,2,125
5371051,Beautiful 3 bedroom Dorchester MA,27842033,Bernard,,Dorchester,42.31339,-71.06526,Entire home/apt,105,28,259,2020-03-08,4.32,2,147
5434353,Quiet  Beauty in Boston,9658771,Anthony,,Roslindale,42.28626,-71.13707,Entire home/apt,130,28,23,2020-10-01,0.37,1,324
5478135,City living near the beach!,13595892,Elizabeth,,East Boston,42.38364,-71.0001,Entire home/apt,195,91,27,2016-11-13,0.49,1,0
5495267,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,91,2,2016-08-30,0.04,31,365
5511911,"Bright, Spacious Loft in North End",25079218,Lauren,,North End,42.36509,-71.05553,Entire home/apt,240,91,1,2015-06-29,0.02,1,0
5526487,$159 Special! *Penthouse Duplex* Close to Center,28662210,Terry,,Mission Hill,42.33085,-71.09655,Entire home/apt,289,3,112,2019-12-25,1.71,4,0
5526514,$89 Special Fresh! City Loft Apt,28662210,Terry,,Roxbury,42.32827,-71.09443,Entire home/apt,162,3,122,2020-03-09,1.78,4,5
5581575,Private Entrance * King Beds! * Kid Friendly,28766987,Kathy,,Back Bay,42.34549,-71.0791,Entire home/apt,180,2,190,2020-10-18,3.63,1,22
5606682,Between BU/BC & great for groups,29066313,Andy,,Brighton,42.34152,-71.14918,Entire home/apt,90,91,125,2019-06-09,1.89,2,297
5661246,Private Studio Apartment in a Central Location,12211716,Mark,,Allston,42.34919,-71.13109,Entire home/apt,125,25,158,2019-12-08,2.35,1,365
5690424,"Beacon Hill House, Huge Roof Deck & Encore Casino",28090138,Gloria,,Beacon Hill,42.35819,-71.07177,Entire home/apt,310,91,124,2020-03-01,1.84,1,167
5709298,Central Boston Beacon Hill 2brm,2006852,Jay,,Beacon Hill,42.35987,-71.0672,Entire home/apt,104,10,324,2019-11-30,4.79,3,234
5717690,City Views|19th Cent. Past on Tremont| 1BR 1BA #5,814298,Thatch,,Roxbury,42.33988,-71.08159,Entire home/apt,113,30,79,2020-07-31,1.19,84,145
5718801,"Heart of South End, Convenient, Comfy Studio #42",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,65,1,120,2020-10-18,1.85,54,201
5718921,"Charming South End Brownstone, 2bedroom with a patio",22348222,Maverick,,South End,42.34455,-71.07628,Entire home/apt,183,3,128,2020-10-15,1.96,54,138
5738018,Sunny Two-Bedroom in Boston,7302835,Samuel,,Jamaica Plain,42.32499,-71.10549,Entire home/apt,95,91,0,,,1,0
5739119,"Sunny 2-Bed Apt Next to T, close to BU & BC",18109786,Catherine,,Brighton,42.34206,-71.14396,Entire home/apt,96,28,96,2019-12-07,1.91,1,151
5746844,Stunning South End Multi-level Loft/ with parking,10778805,Paul,,Roxbury,42.33393,-71.07782,Private room,55,91,9,2015-08-21,0.14,4,284
5762656,Entire Top Floor (2 bed/2 ba) by BC,15501263,Amy & Jon,,Brighton,42.3336,-71.15891,Private room,211,3,61,2019-10-21,0.95,1,298
5768819,"Stylish Downtown Studio in the SouthEnd, C.Ave# 4",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,60,1,110,2020-10-18,1.76,54,117
5769127,"Stylish Downtown Studio in the SouthEnd, C.Ave# 3",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,81,1,175,2020-10-14,2.68,54,148
5775139,Large room located in Allston,29963974,Nesli,,Allston,42.35157,-71.13165,Private room,70,91,0,,,1,0
5782221,"""La Gemma"" - a gem in the North End",18601802,Gina,,North End,42.36726,-71.05424,Entire home/apt,266,2,205,2020-10-11,3.19,1,324
5806428,Close to Airport and Subway,15646805,Meghan,,East Boston,42.38127,-71.03102,Entire home/apt,125,91,31,2019-05-23,0.46,1,89
5813177,Sunny 1BR for Summer,30162455,Patlapa,,Fenway,42.34306,-71.0872,Entire home/apt,62,91,0,,,1,0
5822827,Charming South End Apartment,30221323,Brandon,,South End,42.34339,-71.06977,Entire home/apt,198,91,5,2018-08-19,0.14,1,0
5825829,Brownstone Luxury Penthouse Condo,30239904,Andrew,,Fenway,42.34661,-71.10466,Private room,139,2,115,2019-11-04,1.71,1,89
5834413,"""Luxury 2BR in Boston/Fenway- with great amenities",30283594,Global Luxury Suites,,Fenway,42.3445,-71.10204,Entire home/apt,899,28,4,2019-08-21,0.06,84,89
5844314,Walk To Beach or City 1 -Our #1 Requested Room,30342817,Piter & Stacy,,Dorchester,42.31776,-71.05795,Private room,42,1,225,2020-08-15,4.08,4,360
5856633,Condo overlooking Boston Harbour,30408736,Kate,,South Boston,42.33138,-71.04516,Entire home/apt,350,91,1,2016-05-13,0.02,1,0
5862806,"Huge sunny room, red subway to downtown, 91day min",16881770,Isa,,Dorchester,42.32239,-71.05943,Private room,50,91,69,2018-08-23,1.07,1,158
5870922,The Nantucket Room near Harvard Square,26956083,Todd,,Allston,42.3605,-71.12633,Private room,48,2,217,2020-03-21,3.23,2,0
5882411,Forest Treasure of Bountiful Wealth,18807469,Derian,,Jamaica Plain,42.29899,-71.11176,Private room,74,29,156,2020-03-17,2.32,2,0
5903001,Boston Back Bay/Copley Square,30658962,Marlo,,Back Bay,42.35001,-71.07757,Entire home/apt,186,3,34,2020-09-13,0.51,1,335
5919529,Great location! 3 BD single fam. Kid-friendly.,24196977,Jenny,,Back Bay,42.35037,-71.07034,Entire home/apt,554,91,15,2016-07-15,0.23,1,0
5927267,"Large room, wood floor, 2 windows",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,56,5,147,2020-10-02,2.19,4,88
5932402,South End Condo,2221632,Tad,,South End,42.34475,-71.07026,Private room,100,91,0,,,1,0
5940866,"Sunny room, en-suite bathroom, minutes to Boston",12720679,Valerie,,East Boston,42.37619,-71.03354,Private room,75,3,355,2020-03-15,5.32,1,0
5967421,The Meditation Room near Harvard Square,26956083,Todd,,Allston,42.3605,-71.12633,Private room,59,91,171,2019-12-31,2.56,2,327
6066455,Large 3.5 BR|2 BA Penthouse Duplex,9410008,Jason,,Beacon Hill,42.35964,-71.07094,Entire home/apt,479,10,185,2020-09-24,2.83,15,350
6080461,"$89*  Special! Comfortable, 1.5 miles to Center",28662210,Terry,,Roxbury,42.33032,-71.09406,Entire home/apt,159,3,94,2019-12-01,1.40,4,0
6179374,Harvard Boston University MIT,30489899,Home On Blaine,,Allston,42.35489,-71.13865,Private room,45,91,6,2019-12-20,0.10,3,365
6238463,Pvt tree top suite in great location,31691830,Penny,,Jamaica Plain,42.3159,-71.11405,Private room,99,2,155,2020-10-12,2.50,1,88
6248970,Spacious room convenient to subway,32449720,Shawn,,Jamaica Plain,42.32172,-71.10346,Private room,48,2,241,2020-09-05,3.65,1,146
6261296,"Free parking, 1 private room",7614614,Yedan,,West Roxbury,42.29019,-71.15638,Private room,71,2,106,2020-03-20,1.61,1,262
6300089,Beautiful 3 bed/2 bath: 5 miles to Copley Sq.,29483150,Irida,,West Roxbury,42.28641,-71.15372,Entire home/apt,185,1,153,2020-09-27,2.33,1,235
6326257,Renovated 2BR | 1.5BA on Charles St,9410008,Jason,,Beacon Hill,42.36013,-71.07083,Entire home/apt,695,10,216,2020-10-04,3.30,15,285
6343532,Spacious Condo & Great for Groups,33037385,Brij,,Brighton,42.34496,-71.14962,Entire home/apt,200,91,202,2020-01-01,3.07,1,365
6401859,`Hidden Gem in Boston,17890131,Grace & Mark,,Hyde Park,42.24652,-71.11623,Entire home/apt,89,1,117,2019-11-25,2.08,1,0
6426364,Great city views top floor one bed #7,9653086,Glenn,,South End,42.34144,-71.0763,Entire home/apt,110,28,75,2020-08-15,1.15,3,315
6444303,⭐️Berklee 360°Deck⭐️ PrivateBath ⭐️ WalkScore95 ⭐️,1651480,Edward,,South End,42.34232,-71.07595,Private room,191,3,203,2020-03-08,3.09,4,173
6465075,Spacious 5BR Condo Near Metro,635157,Catlin,,Jamaica Plain,42.29716,-71.1119,Entire home/apt,400,3,111,2020-10-20,1.69,1,333
6489209,"Large room, excellent access",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,53,5,65,2020-07-23,0.99,4,82
6554785,Apartment close to everything!,28123912,Ned,,Downtown,42.35696,-71.06151,Entire home/apt,99,91,216,2018-12-31,3.31,2,179
6576530,Luxury Sunny Hill Townhouse Unit #2,14785487,Aihua,,Roxbury,42.31134,-71.08513,Entire home/apt,536,28,15,2019-09-22,0.24,4,365
6603827,Cozy private room near bus stop,34552909,Barrie,,Roslindale,42.28217,-71.11648,Private room,50,28,10,2020-10-10,0.16,3,362
6609546,Beautiful Waterfront Location.,34584706,George,,South Boston Waterfront,42.34719,-71.04107,Private room,149,1,226,2020-03-12,3.44,1,361
6646604,"Sunny renovated 1 bed, near BC,BU",31340713,Kama,,Brighton,42.34109,-71.14634,Entire home/apt,90,91,31,2016-09-13,0.48,12,162
6677469,south end/back bay brownstone,34949685,Oine,,Back Bay,42.34507,-71.07884,Entire home/apt,277,3,54,2019-11-10,0.84,1,289
6685682,Vintage Brownstone on Newbury|1 BR 1BA #3,814298,Thatch,,Back Bay,42.34809,-71.08559,Entire home/apt,93,2,96,2020-08-20,1.52,84,124
6690605,Renovated Boston Apartment,35018472,Jennifer,,Charlestown,42.37814,-71.06329,Entire home/apt,200,91,24,2019-08-13,0.38,1,0
6716872,Lovely Comm Ave Sublet,27805870,Eileen,,Brighton,42.33723,-71.15143,Private room,200,91,0,,,1,0
6741968,Entire Loft Apt in Prestigious Beacon Hill,28662502,Tiffany,,Downtown,42.35731,-71.06179,Entire home/apt,109,91,258,2020-08-05,3.95,1,339
6746543,Cool Top Floor 1 Bedroom Penthouse,32376332,Jordan,,Chinatown,42.35159,-71.06221,Entire home/apt,207,91,7,2020-06-06,0.11,1,363
6758443,"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,65,1,129,2020-10-10,1.98,54,177
6758462,"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,65,1,67,2020-10-11,1.55,54,204
6758482,"Stylish Downtown Studio in the SouthEnd, C.Ave# 1",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,86,1,108,2020-10-12,2.47,54,151
6759004,Stylish & Comfortable Newbury St Studio .#10,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,81,1,148,2020-10-19,2.33,54,154
6759439,South End Studio Perfect for Work Travel #26,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,70,1,45,2020-10-19,1.08,54,204
6762011,"Heart of South End, Convenient, Comfy Studio #22",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,65,1,100,2020-10-18,2.05,54,202
6763409,"Charming Studio in Boston Brownstone, C.Ave#5",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,87,1,173,2020-10-15,2.82,54,174
6764572,Experience an 1880s Victorian house,35411494,Jon&Margrit,,Jamaica Plain,42.31858,-71.10628,Private room,95,1,221,2020-10-21,3.39,2,247
6780077,"Treetop and Ocean view, safe, near metro",9898255,Jessica,,Dorchester,42.31392,-71.06137,Private room,70,91,26,2019-09-29,1.21,5,365
6790961,Luxury 2BR Boston apt. by Longwood area Hospitals.,30283594,Global Luxury Suites,,Fenway,42.34457,-71.09981,Entire home/apt,899,28,8,2018-04-08,0.13,84,364
6793945,Stylish South End Apartment,35331408,Andrew,,South End,42.33633,-71.07416,Entire home/apt,105,31,99,2019-11-10,1.53,1,47
